1,22,1,358
2,23,2,358
3,26,3,357
4,21,4,357
5,25,5,357
6,25,6,356
7,25,7,356
8,25,8,355
9,26,9,355
10,26,10,355
11,27,11,354
12,27,12,354
13,27,13,354
14,28,14,353
15,28,15,353
16,29,16,353
17,29,17,352
18,29,18,352
19,30,19,351
20,30,20,351
21,31,21,351
22,31,22,350
23,31,23,350
24,32,24,350
25,32,25,349
26,33,26,349
27,33,27,348
28,33,28,348
29,34,29,348
30,34,30,347
31,35,31,347
32,35,32,347
33,35,33,346
34,36,34,346
35,36,35,345
36,37,36,345
37,37,37,345
38,37,38,344
39,38,39,344
